Batsman,Batsman_Name,Bowler,Bowler_Name,Commentary,Detail,Dismissed,Id,Isball,Isboundary,Iswicket,Over,Runs,Timestamp
63206,Liton Das,5132,Bhuvneshwar Kumar,"Good length ball on off, Das punches it to mid off and gets a single. The fielder there has a shy at the bowler's end but misses. The ball goes behind and Shami fails to collect the ball in the first attempt allowing them to take the second.",,,174,True,,,26.3,2,2019-07-02 15:42:02
63206,Liton Das,5132,Bhuvneshwar Kumar,"Length ball on off, Das plays it to point. The fielder there dives to his right and saves runs.",,,173,True,,,26.2,0,2019-07-02 15:41:00
63206,Liton Das,5132,Bhuvneshwar Kumar,"Outside off, Das cuts it wide of sweeper cover for a couple.",,,172,True,,,26.1,2,2019-07-02 15:40:27
63206,Liton Das,28994,Mohammed Shami,"Good length ball on off, LD plays it down to third man for a single to keep the strike.",,,170,True,,,25.6,1,2019-07-02 15:39:10
63206,Liton Das,28994,Mohammed Shami,"Great shot but fantastic fielding from KL Rahul!  Short ball on the body, Liton plays a wonderful pull towards backward square leg. Rahul runs to his right and puts a dive to save a certain boundary.",,,169,True,,,25.5,2,2019-07-02 15:38:38
63206,Liton Das,28994,Mohammed Shami,"Full around off, Das drives it to mid on off the inner half of his bat.",,,168,True,,,25.4,0,2019-07-02 15:37:44
3782,Shakib Al Hasan,28994,Mohammed Shami,"On the pads, Shakib looks to flick but the ball rolls off his thigh pad towards the fine leg region and they take a leg bye.",lb,,167,True,,,25.3,1,2019-07-02 15:37:10
63206,Liton Das,28994,Mohammed Shami,"Length ball on off, Das pushes it to sweeper cover for a single.",,,166,True,,,25.2,1,2019-07-02 15:36:23
3782,Shakib Al Hasan,28994,Mohammed Shami,"Good length ball on middle and off, Shakib turns it to the leg side and gets a single.",,,165,True,,,25.1,1,2019-07-02 15:35:45
3782,Shakib Al Hasan,9844,Yuzvendra Chahal,"Tossed up on middle, Shakib milks it to long on and gets a single.",,,164,True,,,24.6,1,2019-07-02 15:34:39
3782,Shakib Al Hasan,9844,Yuzvendra Chahal,"On the pads, Shakib flicks it to mid-wicket.",,,163,True,,,24.5,0,2019-07-02 15:34:22
3782,Shakib Al Hasan,9844,Yuzvendra Chahal,"Tossed up on the pads, Shakib comes down the track and taps it back towards the bowler off the lower half of his bat.",,,162,True,,,24.4,0,2019-07-02 15:34:07
63206,Liton Das,9844,Yuzvendra Chahal,"Flighted on off, Das sweeps it to square leg for a single.",,,161,True,,,24.3,1,2019-07-02 15:33:36
63206,Liton Das,9844,Yuzvendra Chahal,"Floated on off, Liton defends it to point.",,,160,True,,,24.2,0,2019-07-02 15:33:16
63206,Liton Das,9844,Yuzvendra Chahal,"Leg spinner outside off, Liton strokes it to point.",,,159,True,,,24.1,0,2019-07-02 15:32:55
63206,Liton Das,28994,Mohammed Shami,"Fuller on off, Liton drives it towards point for single.",,,158,True,,,23.6,1,2019-07-02 15:31:41
3782,Shakib Al Hasan,28994,Mohammed Shami,"Around off, Shakib taps it to third man and rotates the strike.",,,157,True,,,23.5,1,2019-07-02 15:30:57
63206,Liton Das,28994,Mohammed Shami,"Length ball on off, Das gets off the mark with a guide down to third man.",,,156,True,,,23.4,1,2019-07-02 15:30:16
63206,Liton Das,28994,Mohammed Shami,"Another short ball, Liton sways away from it.",,,155,True,,,23.3,0,2019-07-02 15:29:41
63206,Liton Das,28994,Mohammed Shami,"Bouncer! It is outside off, Liton throws his bat at it but misses. He looks at the square leg umpire but no signal from him.",,,154,True,,,23.2,0,2019-07-02 15:29:15
3782,Shakib Al Hasan,28994,Mohammed Shami,"On the pads, Shakib turns it to fine leg and gets a single.",,,153,True,,,23.1,1,2019-07-02 15:28:20
3693,Mushfiqur Rahim,9844,Yuzvendra Chahal,"OUT! Caught! Straight to the man! Chahal finally strikes in Edgbaston. Tossed up outside off, Rahim gets down and looks to sweep. He connects well but finds Shami who is standing somewhere between square leg and mid-wicket. This could be a massive blow to Bangladesh. 194 more needed from 162 balls.",W,3693,150,True,,1,22.6,0,2019-07-02 15:26:17
3693,Mushfiqur Rahim,9844,Yuzvendra Chahal,"Outside off, Mushfiqur looks to run it down to third man but ends up chopping it on the bounce towards backward point. He is halfway down the track for the single but is sent back.",,,149,True,,,22.5,0,2019-07-02 15:25:19
3693,Mushfiqur Rahim,9844,Yuzvendra Chahal,"FOUR! Very well played. Right in the gap. Short and outside off, a bit slow in the air. Rahim goes back and cuts it between short third man and backward point.",,,148,True,1,,22.4,4,2019-07-02 15:24:30
3693,Mushfiqur Rahim,9844,Yuzvendra Chahal,"Landed outside off, spinning away, watchfully left alone.",,,147,True,,,22.3,0,2019-07-02 15:24:02
3782,Shakib Al Hasan,9844,Yuzvendra Chahal,"On middle, pushed through mid on for a single.",,,146,True,,,22.2,1,2019-07-02 15:23:34
3782,Shakib Al Hasan,9844,Yuzvendra Chahal,"On middle and off, Shakib looks to flick but the ball spins away and takes the leading edge. Does not carry to point.",,,145,True,,,22.1,0,2019-07-02 15:23:12
3782,Shakib Al Hasan,63751,Hardik Pandya,"Full on middle, Shakib glances on the leg side and keeps the strike with a single.",,,144,True,,,21.6,1,2019-07-02 15:22:16
3693,Mushfiqur Rahim,63751,Hardik Pandya,"Short ball on off, Rahim pulls it over square leg for a single.",,,143,True,,,21.5,1,2019-07-02 15:21:34
3782,Shakib Al Hasan,63751,Hardik Pandya,"On the pads, Shakib flicks it to the on side and rotates the strike.",,,142,True,,,21.4,1,2019-07-02 15:20:53
3693,Mushfiqur Rahim,63751,Hardik Pandya,"On off, Rahim pushes it towards cover and takes one.",,,141,True,,,21.3,1,2019-07-02 15:20:16
3782,Shakib Al Hasan,63751,Hardik Pandya,"Good length ball on off, Shakib guides it down to third man and follows the four with a single.",,,140,True,,,21.2,1,2019-07-02 15:19:43
3782,Shakib Al Hasan,63751,Hardik Pandya,"FOUR! Cut and cut sharp. Good length ball outside off, Shakib cuts it hard through point for a boundary. He is one off the best players on the off side.",,,139,True,1,,21.1,4,2019-07-02 15:19:11
3782,Shakib Al Hasan,9844,Yuzvendra Chahal,Comes down the track and  strokes it to long on to keep the strike.,,,138,True,,,20.6,1,2019-07-02 15:18:16
3693,Mushfiqur Rahim,9844,Yuzvendra Chahal,Punched off the back foot by the batsman. One run added to the total.,,,137,True,,,20.5,1,2019-07-02 15:17:46
3782,Shakib Al Hasan,9844,Yuzvendra Chahal,"Tossed up on middle, Shakib milks it to long on for an easy run.",,,136,True,,,20.4,1,2019-07-02 15:16:43
3782,Shakib Al Hasan,9844,Yuzvendra Chahal,"Once again it is on the pads, Shakib flicks but finds short fine leg.",,,135,True,,,20.3,0,2019-07-02 15:16:21
3782,Shakib Al Hasan,9844,Yuzvendra Chahal,"On the pads, Shakib flicks it to the man at mid-wicket.",,,134,True,,,20.2,0,2019-07-02 15:16:06
3782,Shakib Al Hasan,9844,Yuzvendra Chahal,"Ohh! Tossed up on  middle, Shakib comes down the track and looks to flick, the ball though gets an inside edge and luckily hits Shakib's pad.",,,133,True,,,20.1,0,2019-07-02 15:15:50
3782,Shakib Al Hasan,63751,Hardik Pandya,The batsman plays the square cut. The batsmen have run through for a single.,,,132,True,,,19.6,1,2019-07-02 15:14:50
3693,Mushfiqur Rahim,63751,Hardik Pandya,"Short ball, Rahim pulls it to fine leg and gets a single.",,,131,True,,,19.5,1,2019-07-02 15:14:14
3782,Shakib Al Hasan,63751,Hardik Pandya,"On a length, Shakib taps it to third man and rotates the strike.",,,130,True,,,19.4,1,2019-07-02 15:13:37
3782,Shakib Al Hasan,63751,Hardik Pandya,"Short ball on off, Shakib cuts it wide of deep point and gets a couple.",,,129,True,,,19.3,2,2019-07-02 15:13:04
3782,Shakib Al Hasan,63751,Hardik Pandya,"Fuller on off, Shakib pushes it to cover.",,,128,True,,,19.2,0,2019-07-02 15:12:34
3693,Mushfiqur Rahim,63751,Hardik Pandya,"Good length ball on off, Mushfiqur taps it towards third man and looks for two. Unfortunately though Rahim slips at the bowler's end so has to be satisfied with a single.",,,127,True,,,19.1,1,2019-07-02 15:11:54
3693,Mushfiqur Rahim,9844,Yuzvendra Chahal,"Floated on off, Rahim defends it with soft hands and gets a single. 19 runs have come off the last 2 overs.",,,126,True,,,18.6,1,2019-07-02 15:10:56
3693,Mushfiqur Rahim,9844,Yuzvendra Chahal,"FOUR! Two in two! Tossed up on middle and off, Rahim gets down on one knee and slog sweeps it over mid-wicket. No one in the deep there. The ball bounces a couple of times and goes to the fence.",,,125,True,1,,18.5,4,2019-07-02 15:10:36
3693,Mushfiqur Rahim,9844,Yuzvendra Chahal,"FOUR! Poor ball! Leg spinner on the pads, Rahim just guides it fine down the leg side. The ball beats Hardik Pandya at short fine leg who dives to his right and goes onto the fence.",,,124,True,1,,18.4,4,2019-07-02 15:10:12
3782,Shakib Al Hasan,9844,Yuzvendra Chahal,"On the pads, Shakib turns it behind square on the leg side for a single.",,,123,True,,,18.3,1,2019-07-02 15:09:16
3782,Shakib Al Hasan,9844,Yuzvendra Chahal,"Flighted on off, Shakib comes down the track and flicks it to mid-wicket.",,,122,True,,,18.2,0,2019-07-02 15:08:59
3782,Shakib Al Hasan,9844,Yuzvendra Chahal,"Tossed up on middle, Shakib strokes it to the man at mid-wicket.",,,121,True,,,18.1,0,2019-07-02 15:08:41
3782,Shakib Al Hasan,63751,Hardik Pandya,"Back of a length ball on off, Shakib pulls it towards fine leg and keeps the strike. 9 runs off the over.",,,120,True,,,17.6,1,2019-07-02 15:07:52
3782,Shakib Al Hasan,63751,Hardik Pandya,"FOUR! Edgy one! Off cutter around off, Shakib looks to drive but it goes very fine past the keeper off the outside edge of his bat for a boundary.",,,119,True,1,,17.5,4,2019-07-02 15:07:31
3693,Mushfiqur Rahim,63751,Hardik Pandya,"Once again short, Rahim pulls it towards mid-wicket for a single.",,,118,True,,,17.4,1,2019-07-02 15:06:42
3693,Mushfiqur Rahim,63751,Hardik Pandya,"Back of a length ball around off, Mushfiqur pulls it wide of deep mid-wicket and gets a couple. Shakib wanted the third but Mushfiqur says no.",,,117,True,,,17.3,2,2019-07-02 15:06:09
3693,Mushfiqur Rahim,63751,Hardik Pandya,"Length ball on off, Mushfiqur defends it off the front foot to point.",,,116,True,,,17.2,0,2019-07-02 15:05:23
3782,Shakib Al Hasan,63751,Hardik Pandya,"Length ball on off, Shakib guides it down to third man and gets a single.",,,115,True,,,17.1,1,2019-07-02 15:04:51
3693,Mushfiqur Rahim,9844,Yuzvendra Chahal,Driven towards the mid off region.,,,114,True,,,16.6,0,2019-07-02 15:03:57
3782,Shakib Al Hasan,9844,Yuzvendra Chahal,"On the pads, this time Shakib flicks it wide of short mid-wicket and gets a single.",,,113,True,,,16.5,1,2019-07-02 15:03:32
3782,Shakib Al Hasan,9844,Yuzvendra Chahal,"On the pads, Shakib flicks it to the man at short mid-wicket.",,,112,True,,,16.4,0,2019-07-02 15:03:13
3693,Mushfiqur Rahim,9844,Yuzvendra Chahal,"Tosssed up on off, Mushfiqur strokes it towards cover and gets a single.",,,111,True,,,16.3,1,2019-07-02 15:02:53
3782,Shakib Al Hasan,9844,Yuzvendra Chahal,Chahal getting good amount of spin here. It is pitched on middle but goes towards Shakib's pad. He flicks it fine down the leg side and gets a single.,,,110,True,,,16.2,1,2019-07-02 15:02:35
3693,Mushfiqur Rahim,9844,Yuzvendra Chahal,"Floated on off, Rahim strokes it to long off for a single.",,,109,True,,,16.1,1,2019-07-02 15:01:43
3693,Mushfiqur Rahim,63751,Hardik Pandya,"Mushfiqur is off the mark. Good length ball on off, Rahim guides it down to third man and gets a single. Successful start for Hardik. 2 runs and a wicket for HP to begin with.",,,108,True,,,15.6,1,2019-07-02 15:00:39
3693,Mushfiqur Rahim,63751,Hardik Pandya,"Short ball again. It is on the leg side, Mushfiqur goes for the hook but misses. Not been wided.",,,107,True,,,15.5,0,2019-07-02 15:00:18
3693,Mushfiqur Rahim,63751,Hardik Pandya,Bouncer! Rahim gets on his toes and keeps it down.,,,106,True,,,15.4,0,2019-07-02 14:59:37
3693,Mushfiqur Rahim,63751,Hardik Pandya,"Good length ball on off, Rahim defends it off the front foot.",,,105,True,,,15.3,0,2019-07-02 14:59:09
3693,Mushfiqur Rahim,63751,Hardik Pandya,"Back of a length ball on off, Rahim blocks it off the back foot.",,,104,True,,,15.2,0,2019-07-02 14:58:41
61831,Soumya Sarkar,63751,Hardik Pandya,OUT! Caught! Hardik strikes in his very first over. He bowls a length ball outside off. It is a slower one. Soumya punches it but cannot keep it down. The ball goes straight to Kohli at short cover. The Indian skipper is ecstatic as it was Sarkar's lbw appeal that made them lose their review. Crucial wicket this as Sarkar was starting to look dangerous. Bangladesh need to convert their starts here.,W,61831,102,True,,1,15.1,0,2019-07-02 14:56:36
61831,Soumya Sarkar,63751,Hardik Pandya,WIDE! False start for Pandya as his bouncer goes over Sarkar's head.,wd,,101,True,,,15.1,1,2019-07-02 14:56:00
61831,Soumya Sarkar,9844,Yuzvendra Chahal,The batsman works it down the leg side. One run added to the total.,,,99,True,,,14.6,1,2019-07-02 14:54:47
3782,Shakib Al Hasan,9844,Yuzvendra Chahal,"Floated on middle, Shakib strokes it to long on for one.",,,98,True,,,14.5,1,2019-07-02 14:54:28
3782,Shakib Al Hasan,9844,Yuzvendra Chahal,"Flighted on off, Shakib sweeps it towards mid-wicket.",,,97,True,,,14.4,0,2019-07-02 14:53:20
61831,Soumya Sarkar,9844,Yuzvendra Chahal,"Floated on off, Sarkar looks to defend but it goes to the on side off the inner half of his bat. Sarkar takes a run.",,,96,True,,,14.3,1,2019-07-02 14:53:02
3782,Shakib Al Hasan,9844,Yuzvendra Chahal,"Shorter on off and middle, Shakib milks it down to long on and gets a single.",,,95,True,,,14.2,1,2019-07-02 14:52:08
3782,Shakib Al Hasan,9844,Yuzvendra Chahal,"Shorter on the pads, Shakib looks to flick but misses and gets hit on the pads.",,,94,True,,,14.1,0,2019-07-02 14:51:41
61831,Soumya Sarkar,28994,Mohammed Shami,"FOUR! Poor from Shami! Good length ball outside off, Soumya cuts it over cover and gets a boundary. Sweeper cover gives it a chase but comes second best.",,,93,True,1,,13.6,4,2019-07-02 14:50:38
3782,Shakib Al Hasan,28994,Mohammed Shami,"On the pads, Shakib flicks it to the on side and rotates the strike.",,,92,True,,,13.5,1,2019-07-02 14:49:54
3782,Shakib Al Hasan,28994,Mohammed Shami,Bouncer! Shakib sits under it and lets it go to the keeper.,,,91,True,,,13.4,0,2019-07-02 14:49:16
3782,Shakib Al Hasan,28994,Mohammed Shami,"Full on off, Shakib drives it straight to mid off.",,,90,True,,,13.3,0,2019-07-02 14:48:40
61831,Soumya Sarkar,28994,Mohammed Shami,Now guides the next ball down to third man and gets a single.,,,89,True,,,13.2,1,2019-07-02 14:48:01
61831,Soumya Sarkar,28994,Mohammed Shami,"FOUR! The mid off is up so this shot has a very minimal risk. Fuller around off, Sarkar lofts it over mid off. He does not time it well but has timed well enough to get a boundary.",,,88,True,1,,13.1,4,2019-07-02 14:47:43
3782,Shakib Al Hasan,9844,Yuzvendra Chahal,Once again finds short mid-wicket with his glance. 6 runs off Chahal's first.,,,87,True,,,12.6,0,2019-07-02 14:46:20
3782,Shakib Al Hasan,9844,Yuzvendra Chahal,"On the pads, Shakib flicks it to the man at short mid-wicket.",,,86,True,,,12.5,0,2019-07-02 14:46:01
3782,Shakib Al Hasan,9844,Yuzvendra Chahal,"Leg spinner on the pads, Shakib flicks it towards fine leg and gets a couple.",,,85,True,,,12.4,2,2019-07-02 14:45:33
3782,Shakib Al Hasan,9844,Yuzvendra Chahal,"Floated on the stumps, Shakib blocks it.",,,84,True,,,12.3,0,2019-07-02 14:45:09
3782,Shakib Al Hasan,9844,Yuzvendra Chahal,"Short on off and middle, Shakib punches it to mid-wicket.",,,83,True,,,12.2,0,2019-07-02 14:44:54
3782,Shakib Al Hasan,9844,Yuzvendra Chahal,"FOUR! Not the start Chahal would have wanted. Floated on the pads, Shakib paddles it fine down the leg side for a boundary.",,,82,True,1,,12.1,4,2019-07-02 14:44:33
3782,Shakib Al Hasan,28994,Mohammed Shami,"Length ball around off, Shakib runs it down to third man for a single.",,,80,True,,,11.6,1,2019-07-02 14:42:37
3782,Shakib Al Hasan,28994,Mohammed Shami,Played to the point region by Shakib.,,,79,True,,,11.5,0,2019-07-02 14:41:52
3782,Shakib Al Hasan,28994,Mohammed Shami,"Play and a miss. Good length ball outside off, Shakib looks to run it down to third man but misses.",,,78,True,,,11.4,0,2019-07-02 14:41:20
61831,Soumya Sarkar,28994,Mohammed Shami,"Back of a length ball on off, Sarkar taps it to the off side and gets a single.",,,77,True,,,11.3,1,2019-07-02 14:40:48
61831,Soumya Sarkar,28994,Mohammed Shami,"NOT OUT! India have lost their sole review. Good length ball pitching on middle, it nips back in sharply. Sarkar looks to defend but the ball hits him on his pad. The Indian players put a big appeal but it is turned down. Kohli has a chat with Shami and then decides to take it upstairs. Ultra Edge rolls in and it is a touch and go decision as the ball seems to have hit the bat and pad at a very similar time. The TV umpire does not have a conclusive view so the decision stays as the on field umpire's. Kohli is not happy and argues with the umpires. Got to feel for him. He is asking why hasn't the Ball Tracker been loaded. Because if it is umpire's call, then India would not lose their review. However, because the third umpire is not sure whether the ball hit the bat or not, he did not check the Ball Tracker. It is showed now and the ball is clipping the leg stump. The decision would have stayed not out but at least India would not have lost their review...",,,76,True,,,11.2,0,2019-07-02 14:39:50
61831,Soumya Sarkar,28994,Mohammed Shami,"FOUR! Crisp! Full on off, Sarkar drives it with authority through covers for a boundary.",,,74,True,1,,11.1,4,2019-07-02 14:36:41
3782,Shakib Al Hasan,63755,Jasprit Bumrah,"Length ball on middle and leg, Shakib looks to defend but the ball nips back in and hits him on the thigh pad.",,,73,True,,,10.6,0,2019-07-02 14:35:26
3782,Shakib Al Hasan,63755,Jasprit Bumrah,WIDE! Bouncer goes over Shakib's head and it has been wided.,wd,,72,True,,,10.6,1,2019-07-02 14:34:55
61831,Soumya Sarkar,63755,Jasprit Bumrah,"Fuller on off, Sarkar lofts it over covers but there is a man in the deep there so just a single.",,,71,True,,,10.5,1,2019-07-02 14:34:17
3782,Shakib Al Hasan,63755,Jasprit Bumrah,"Once again on the pads, Shakib turns it behind square on the leg side for a single.",,,70,True,,,10.4,1,2019-07-02 14:33:38
3782,Shakib Al Hasan,63755,Jasprit Bumrah,"On the pads, Shakib flicks it to mid-wicket.",,,69,True,,,10.3,0,2019-07-02 14:32:59
3782,Shakib Al Hasan,63755,Jasprit Bumrah,"FOUR! That's the shot of a man in form. Full on middle and leg, Shakib delightfully drives it through mid on to get his first boundary of this game.",,,68,True,1,,10.2,4,2019-07-02 14:32:29
3782,Shakib Al Hasan,63755,Jasprit Bumrah,"Full ball on the stumps, Shakib pushes it to mid off.",,,67,True,,,10.1,0,2019-07-02 14:31:54
61831,Soumya Sarkar,28994,Mohammed Shami,"Once again stroked to the man at point. End of Powerplay 1. Bangladesh are 40/1, India were 69/0.",,,64,True,,,9.6,0,2019-07-02 14:30:57
61831,Soumya Sarkar,28994,Mohammed Shami,"Good length ball on off, Sarkar plays it to the man at point.",,,63,True,,,9.5,0,2019-07-02 14:30:42
3782,Shakib Al Hasan,28994,Mohammed Shami,"Shakib is off the mark. On the pads, Shakib flicks it to the on side and takes a single.",,,62,True,,,9.4,1,2019-07-02 14:30:13
3903,Tamim Iqbal,28994,Mohammed Shami,"OUT! Chopped on! India's strike bowler this World Cup has given them the breakthrough. Good length ball just outside off, Tamim looks to run it down to third man but it comes off the toe end of his bat. The ball then goes onto disturb the stumps. Tamim fails to convert his start here. India have broken the opening stand.",W,3903,60,True,,1,9.3,0,2019-07-02 14:29:14
3903,Tamim Iqbal,28994,Mohammed Shami,"Good length ball on off, Sarkar works it through mid-wicket for a single.",,,59,True,,,9.2,0,2019-07-02 14:28:42
61831,Soumya Sarkar,28994,Mohammed Shami,"On top of middle, Sarkar pushes it to mid on and takes one.",,,58,True,,,9.1,1,2019-07-02 14:28:23
61831,Soumya Sarkar,5132,Bhuvneshwar Kumar,"On top of middle, Sarkar pushes it to mid on and takes one.",,,57,True,,,8.6,1,2019-07-02 14:27:22
3903,Tamim Iqbal,5132,Bhuvneshwar Kumar,"On the pads, Tamim turns it towards fine leg for a run.",,,56,True,,,8.5,1,2019-07-02 14:24:32
61831,Soumya Sarkar,5132,Bhuvneshwar Kumar,"On the pads, Soumya flicks it to the on side and gets a single.",,,55,True,,,8.4,1,2019-07-02 14:23:24
61831,Soumya Sarkar,5132,Bhuvneshwar Kumar,Comes around the wicket for Sarkar. He defends it off the front foot.,,,54,True,,,8.3,0,2019-07-02 14:22:50
3903,Tamim Iqbal,5132,Bhuvneshwar Kumar,"Cramps him for room and bowls it on the pads, Tamim tucks it towards mid-wicket and gets a single.",,,53,True,,,8.2,1,2019-07-02 14:22:22
3903,Tamim Iqbal,5132,Bhuvneshwar Kumar,"Play and a miss. Good length ball outside off, Tamim goes for a big drive but misses.",,,52,True,,,8.1,0,2019-07-02 14:21:56
61831,Soumya Sarkar,28994,Mohammed Shami,"Good length ball on off, Soumya taps it to point. 6 off Shami's first.",,,51,True,,,7.6,0,2019-07-02 14:21:00
61831,Soumya Sarkar,28994,Mohammed Shami,Follows it up with a solid defense.,,,50,True,,,7.5,0,2019-07-02 14:20:30
61831,Soumya Sarkar,28994,Mohammed Shami,"FOUR! Up and over! Full outside off, Sarkar slices it over cover-point. The fielder at third man is at 45 so he cannot stop it. First boundary for Sarkar and this should give him a lot of confidence.",,,49,True,1,,7.4,4,2019-07-02 14:20:01
61831,Soumya Sarkar,28994,Mohammed Shami,"Good length ball close to the body, Sarkar guides it wide of third man and gets a brace.",,,48,True,,,7.3,2,2019-07-02 14:19:04
61831,Soumya Sarkar,28994,Mohammed Shami,"Another one that comes in with the angle. It is on middle, Soumya taps it to point off the upper half of his bat.",,,47,True,,,7.2,0,2019-07-02 14:18:28
61831,Soumya Sarkar,28994,Mohammed Shami,"Steams in from round the wicket and bowls it on the pads, Soumya tucks it towards mid-wicket.",,,46,True,,,7.1,0,2019-07-02 14:17:54
3903,Tamim Iqbal,5132,Bhuvneshwar Kumar,"On top of the stumps, Tamim defends it off the front foot to see through the over.",,,44,True,,,6.6,0,2019-07-02 14:15:14
3903,Tamim Iqbal,5132,Bhuvneshwar Kumar,"Mistimed but safe. Short ball, just away from Tamim. He looks to pull but does not time it. It is timed well enough to go over short mid-wicket. Pant mops it up, the batsmen meanwhile come back for the second.",,,43,True,,,6.5,2,2019-07-02 14:14:57
3903,Tamim Iqbal,5132,Bhuvneshwar Kumar,"On the pads once again, Tamim flicks it to mid-wicket.",,,42,True,,,6.4,0,2019-07-02 14:13:59
3903,Tamim Iqbal,5132,Bhuvneshwar Kumar,"On the pads, Tamim flicks it towards square leg. Shami cleans it up from fine leg but they get a couple.",,,41,True,,,6.3,2,2019-07-02 14:13:21
3903,Tamim Iqbal,5132,Bhuvneshwar Kumar,"Bouncer. It is on the body, Tamim sits under it. The ploy here is clear, they are looking to bowl it closer to Tamim's body.",,,40,True,,,6.2,0,2019-07-02 14:12:51
3903,Tamim Iqbal,5132,Bhuvneshwar Kumar,"On middle and leg, Tamim flicks it to the man at short mid-wicket.",,,39,True,,,6.1,0,2019-07-02 14:12:20
61831,Soumya Sarkar,63755,Jasprit Bumrah,"Good length ball on off, Sarkar taps it to point.",,,38,True,,,5.6,0,2019-07-02 14:11:31
3903,Tamim Iqbal,63755,Jasprit Bumrah,"BOUNCER! It is quick and close to the body, Tamim ducks under it. The ball keeps rising but Dhoni does well to jump and gets his outstretched right hand to partially stop it. The ball goes behind him allowing them to take a bye.",b,,37,True,,,5.5,1,2019-07-02 14:11:13
3903,Tamim Iqbal,63755,Jasprit Bumrah,"Fuller on middle, Tamim pushes it to mid on.",,,36,True,,,5.4,0,2019-07-02 14:10:14
3903,Tamim Iqbal,63755,Jasprit Bumrah,"Good length ball on off, Tamim looks to drive but gets an inside edge onto his pads.",,,35,True,,,5.3,0,2019-07-02 14:09:50
61831,Soumya Sarkar,63755,Jasprit Bumrah,"FOUR OVERTHROWS! Back of a length ball on off, Sarkar taps it towards backward point and calls for a quick run. Tamim responds, Hardik gets to the ball quickly and has a shy at the keeper's end. He misses. The backup behind is too close and it goes past him to the fence.",,,34,True,,,5.2,5,2019-07-02 14:09:33
61831,Soumya Sarkar,63755,Jasprit Bumrah,"Good length ball on off, Sarkar drives it to point.",,,33,True,,,5.1,0,2019-07-02 14:08:03
61831,Soumya Sarkar,5132,Bhuvneshwar Kumar,Comes 'round the wicket to Soumya and bowls it short. Sarkar taps it towards backward point off the upper half of his bat and takes a single.,,,32,True,,,4.6,1,2019-07-02 14:07:18
3903,Tamim Iqbal,5132,Bhuvneshwar Kumar,"A run after 10 dots. Fuller on off, Iqbal pushes it towards mid off and takes a quick single.",,,31,True,,,4.5,1,2019-07-02 14:06:36
3903,Tamim Iqbal,5132,Bhuvneshwar Kumar,"10 dot ball on the trot here. It is on middle and leg, Tamim flicks it but finds short mid-wicket.",,,30,True,,,4.4,0,2019-07-02 14:06:10
3903,Tamim Iqbal,5132,Bhuvneshwar Kumar,"Another one hit on the legs here. Bhuvneshwar has corrected his line to Tamim here. It is on the pads, Iqbal once again misses his flick.",,,29,True,,,4.3,0,2019-07-02 14:05:23
3903,Tamim Iqbal,5132,Bhuvneshwar Kumar,"Once again cramping Tamim for room. Bowls it on middle and leg, Iqbal looks to flick but gets an inside edge onto his pads.",,,28,True,,,4.2,0,2019-07-02 14:04:50
3903,Tamim Iqbal,5132,Bhuvneshwar Kumar,"Good length ball on the pads, Tamim looks to flick but misses. There are oohs and aahs from the Indian players but the pitching looked to be just outside leg.",,,27,True,,,4.1,0,2019-07-02 14:04:30
61831,Soumya Sarkar,63755,Jasprit Bumrah,Maiden. Good length ball on top of the stumps. Soumya defends it towards mid off to see through the over.,,,26,True,,,3.6,0,2019-07-02 14:03:27
61831,Soumya Sarkar,63755,Jasprit Bumrah,Play and a miss. Good length ball outside off. It is in the line to force a drive. Sarkar goes for it but misses. 5 dots on the trot here in this over.,,,25,True,,,3.5,0,2019-07-02 14:02:51
61831,Soumya Sarkar,63755,Jasprit Bumrah,"Good length ball on off, Soumya defends it off the front foot towards mid off.",,,24,True,,,3.4,0,2019-07-02 14:02:09
61831,Soumya Sarkar,63755,Jasprit Bumrah,"This one comes in with the angle. It is on middle, Sarkar defends it off the front foot.",,,23,True,,,3.3,0,2019-07-02 14:01:33
61831,Soumya Sarkar,63755,Jasprit Bumrah,Beauty! Good length ball pitching on off. It moves away after hitting the deck. Sarkar looks to defend but gets beaten by the away movement. Such a delightful ball to watch.,,,22,True,,,3.2,0,2019-07-02 14:00:52
61831,Soumya Sarkar,63755,Jasprit Bumrah,"Fuller on off, Soumya pushes it to the man at mid off.",,,21,True,,,3.1,0,2019-07-02 14:00:19
3903,Tamim Iqbal,5132,Bhuvneshwar Kumar,Now flicks it wide of deep mid-wicket and gets a couple. 7 off this Bhuvi over.,,,20,True,,,2.6,2,2019-07-02 13:59:07
3903,Tamim Iqbal,5132,Bhuvneshwar Kumar,"FOUR! Once again a gorgeous cut by Tamim. Bhuvneshwar bowls it on a length outside off, Tamim cuts it with ease through point for his 3rd boundary of the game.",,,19,True,1,,2.5,4,2019-07-02 13:58:24
61831,Soumya Sarkar,5132,Bhuvneshwar Kumar,This time he is able to guide it down to third man and gets a single.,,,18,True,,,2.4,1,2019-07-02 13:58:00
61831,Soumya Sarkar,5132,Bhuvneshwar Kumar,"Length ball around off, Sarkar looks to play it down towards third man but ends up chopping it to the man at second slip.",,,17,True,,,2.3,0,2019-07-02 13:57:24
61831,Soumya Sarkar,5132,Bhuvneshwar Kumar,"Good length ball on off, Sarkar pushes it to mid off.",,,16,True,,,2.2,0,2019-07-02 13:56:51
