Date,Time,CO(GT),PT08.S1(CO),NMHC(GT)
27/01/2005,08.00.00,1,9,1038
27/01/2005,09.00.00,2,4,1040
27/01/2005,10.00.00,2,0,980
27/01/2005,11.00.00,1,3,912
27/01/2005,12.00.00,1,0,887
27/01/2005,13.00.00,1,2,922
27/01/2005,14.00.00,1,5,928
27/01/2005,15.00.00,1,3,921
27/01/2005,16.00.00,1,5,905
27/01/2005,17.00.00,1,5,906
27/01/2005,18.00.00,2,1,981
27/01/2005,19.00.00,2,6,1053
27/01/2005,20.00.00,3,0,1086
27/01/2005,21.00.00,2,0,967
27/01/2005,22.00.00,1,4,902
27/01/2005,23.00.00,1,3,916
28/01/2005,00.00.00,1,2,895
28/01/2005,01.00.00,1,1,866
28/01/2005,02.00.00,0,9,861
28/01/2005,03.00.00,0,8,845
28/01/2005,04.00.00,0,6,849
28/01/2005,05.00.00,0,5,818
28/01/2005,06.00.00,0,6,864
28/01/2005,07.00.00,0,7,856
28/01/2005,08.00.00,1,6,1024
28/01/2005,09.00.00,2,2,1050
28/01/2005,10.00.00,1,8,984
28/01/2005,11.00.00,1,5,990
28/01/2005,12.00.00,1,8,970
28/01/2005,13.00.00,1,4,943
28/01/2005,14.00.00,2,1,994
28/01/2005,15.00.00,1,6,932
28/01/2005,16.00.00,1,3,891
28/01/2005,17.00.00,1,9,-200
28/01/2005,18.00.00,2,4,-200
28/01/2005,19.00.00,3,0,-200
28/01/2005,20.00.00,1,9,-200
28/01/2005,21.00.00,1,8,-200
28/01/2005,22.00.00,1,1,-200
28/01/2005,23.00.00,1,1,-200
29/01/2005,00.00.00,1,1,-200
29/01/2005,01.00.00,1,0,-200
29/01/2005,02.00.00,0,7,793
29/01/2005,03.00.00,0,6,790
29/01/2005,04.00.00,0,5,776
29/01/2005,05.00.00,0,5,766
29/01/2005,06.00.00,0,4,774
29/01/2005,07.00.00,0,5,801
29/01/2005,08.00.00,0,8,847
29/01/2005,09.00.00,1,1,874
29/01/2005,10.00.00,1,1,879
29/01/2005,11.00.00,1,1,888
29/01/2005,12.00.00,1,1,873
29/01/2005,13.00.00,1,1,877
29/01/2005,14.00.00,1,2,893
29/01/2005,15.00.00,1,0,866
29/01/2005,16.00.00,1,2,873
29/01/2005,17.00.00,1,3,911
29/01/2005,18.00.00,1,4,908
29/01/2005,19.00.00,1,3,907
29/01/2005,20.00.00,1,4,925
29/01/2005,21.00.00,1,5,920
29/01/2005,22.00.00,1,0,865
29/01/2005,23.00.00,1,0,867
30/01/2005,00.00.00,1,1,900
30/01/2005,01.00.00,1,3,901
30/01/2005,02.00.00,1,0,863
30/01/2005,03.00.00,1,1,884
30/01/2005,04.00.00,-200,0,873
30/01/2005,05.00.00,0,6,806
30/01/2005,06.00.00,0,5,801
30/01/2005,07.00.00,0,4,790
30/01/2005,08.00.00,0,5,805
30/01/2005,09.00.00,0,7,843
30/01/2005,10.00.00,0,8,849
30/01/2005,11.00.00,0,8,872
30/01/2005,12.00.00,1,0,890
30/01/2005,13.00.00,0,9,874
30/01/2005,14.00.00,0,9,863
30/01/2005,15.00.00,0,9,840
30/01/2005,16.00.00,1,0,845
30/01/2005,17.00.00,1,0,888
30/01/2005,18.00.00,1,1,845
30/01/2005,19.00.00,1,2,880
30/01/2005,20.00.00,1,6,917
30/01/2005,21.00.00,1,7,927
30/01/2005,22.00.00,1,1,868
30/01/2005,23.00.00,1,3,932
31/01/2005,00.00.00,1,7,971
31/01/2005,01.00.00,1,5,891
31/01/2005,02.00.00,0,8,806
31/01/2005,03.00.00,0,5,787
31/01/2005,04.00.00,0,4,791
31/01/2005,05.00.00,0,4,787
31/01/2005,06.00.00,0,4,814
31/01/2005,07.00.00,0,7,844
31/01/2005,08.00.00,1,8,1049
31/01/2005,09.00.00,-200,0,1201
31/01/2005,10.00.00,3,5,1293
31/01/2005,11.00.00,2,8,1121
31/01/2005,12.00.00,3,1,1112
31/01/2005,13.00.00,2,5,1060
31/01/2005,14.00.00,2,7,1056
31/01/2005,15.00.00,2,9,1131
31/01/2005,16.00.00,3,2,1162
31/01/2005,17.00.00,4,1,1283
31/01/2005,18.00.00,6,1,1414
31/01/2005,19.00.00,6,8,1486
31/01/2005,20.00.00,6,8,1523
31/01/2005,21.00.00,3,7,1283
31/01/2005,22.00.00,2,1,1109
31/01/2005,23.00.00,1,4,1055
01/02/2005,00.00.00,1,3,1038
01/02/2005,01.00.00,1,1,996
01/02/2005,02.00.00,1,0,995
01/02/2005,03.00.00,0,9,1000
01/02/2005,04.00.00,0,8,1042
01/02/2005,05.00.00,0,9,1042
01/02/2005,06.00.00,1,1,1024
01/02/2005,07.00.00,1,6,1147
01/02/2005,08.00.00,3,7,1496
01/02/2005,09.00.00,4,8,1541
01/02/2005,10.00.00,4,1,1491
01/02/2005,11.00.00,4,5,1533
01/02/2005,12.00.00,4,5,1507
01/02/2005,13.00.00,3,7,1451
01/02/2005,14.00.00,4,2,1432
01/02/2005,15.00.00,3,3,1408
01/02/2005,16.00.00,3,2,1377
01/02/2005,17.00.00,3,6,1454
01/02/2005,18.00.00,3,5,1268
01/02/2005,19.00.00,4,1,1259
01/02/2005,20.00.00,4,0,1261
01/02/2005,21.00.00,3,3,1133
01/02/2005,22.00.00,3,0,1054
01/02/2005,23.00.00,2,6,1055
02/02/2005,00.00.00,2,6,1059
02/02/2005,01.00.00,2,6,1063
02/02/2005,02.00.00,2,9,1135
02/02/2005,03.00.00,2,9,1126
02/02/2005,04.00.00,2,5,1058
02/02/2005,05.00.00,2,0,1040
02/02/2005,06.00.00,2,2,1069
02/02/2005,07.00.00,2,4,1042
02/02/2005,08.00.00,4,0,1322
02/02/2005,09.00.00,6,7,1549
02/02/2005,10.00.00,5,6,1416
02/02/2005,11.00.00,4,3,1337
02/02/2005,12.00.00,4,0,1281
02/02/2005,13.00.00,2,6,1037
02/02/2005,14.00.00,2,2,1028
02/02/2005,15.00.00,1,9,984
02/02/2005,16.00.00,1,8,1010
02/02/2005,17.00.00,3,1,1113
02/02/2005,18.00.00,4,8,1253
02/02/2005,19.00.00,5,8,1400
02/02/2005,20.00.00,5,9,1470
02/02/2005,21.00.00,4,1,1281
02/02/2005,22.00.00,1,8,1084
02/02/2005,23.00.00,1,7,1097
03/02/2005,00.00.00,1,7,1032
03/02/2005,01.00.00,1,5,1046
03/02/2005,02.00.00,1,1,975
03/02/2005,03.00.00,0,9,932
03/02/2005,04.00.00,-200,0,926
03/02/2005,05.00.00,0,3,932
03/02/2005,06.00.00,0,4,937
03/02/2005,07.00.00,0,6,996
03/02/2005,08.00.00,3,0,1382
03/02/2005,09.00.00,5,6,1544
03/02/2005,10.00.00,4,9,1429
03/02/2005,11.00.00,3,5,1312
03/02/2005,12.00.00,2,2,1205
03/02/2005,13.00.00,2,7,1322
03/02/2005,14.00.00,2,7,1301
03/02/2005,15.00.00,2,1,1280
03/02/2005,16.00.00,2,0,1256
03/02/2005,17.00.00,2,4,1358
03/02/2005,18.00.00,6,7,1713
03/02/2005,19.00.00,6,4,1655
03/02/2005,20.00.00,3,9,1444
03/02/2005,21.00.00,2,7,1314
03/02/2005,22.00.00,3,0,1368
03/02/2005,23.00.00,2,1,1195
04/02/2005,00.00.00,1,2,1083
04/02/2005,01.00.00,1,2,1055
04/02/2005,02.00.00,0,7,973
04/02/2005,03.00.00,0,9,1039
04/02/2005,04.00.00,0,8,949
04/02/2005,05.00.00,0,4,920
04/02/2005,06.00.00,0,7,989
04/02/2005,07.00.00,1,4,1100
04/02/2005,08.00.00,4,0,1411
04/02/2005,09.00.00,3,9,1328
04/02/2005,10.00.00,3,1,1308
04/02/2005,11.00.00,3,2,1280
04/02/2005,12.00.00,1,5,1056
04/02/2005,13.00.00,1,2,1019
04/02/2005,14.00.00,1,9,1084
04/02/2005,15.00.00,1,5,998
04/02/2005,16.00.00,1,4,987
04/02/2005,17.00.00,1,9,1079
04/02/2005,18.00.00,2,2,1096
04/02/2005,19.00.00,3,0,1146
04/02/2005,20.00.00,2,6,1125
04/02/2005,21.00.00,2,8,1130
04/02/2005,22.00.00,1,6,1017
04/02/2005,23.00.00,1,3,1017
05/02/2005,00.00.00,1,6,1041
05/02/2005,01.00.00,1,5,1034
05/02/2005,02.00.00,1,3,1009
05/02/2005,03.00.00,1,6,1105
05/02/2005,04.00.00,2,0,1084
05/02/2005,05.00.00,1,3,989
05/02/2005,06.00.00,0,9,1047
05/02/2005,07.00.00,1,4,1091
05/02/2005,08.00.00,3,1,1263
05/02/2005,09.00.00,4,1,1165
05/02/2005,10.00.00,1,3,966
05/02/2005,11.00.00,0,9,927
05/02/2005,12.00.00,1,0,909
05/02/2005,13.00.00,1,0,941
05/02/2005,14.00.00,1,1,903
05/02/2005,15.00.00,0,8,891
05/02/2005,16.00.00,1,0,904
05/02/2005,17.00.00,0,9,900
05/02/2005,18.00.00,0,9,926
05/02/2005,19.00.00,1,6,999
05/02/2005,20.00.00,1,4,994
05/02/2005,21.00.00,1,4,1010
05/02/2005,22.00.00,1,1,938
05/02/2005,23.00.00,1,2,983
06/02/2005,00.00.00,1,8,963
06/02/2005,01.00.00,1,4,962
06/02/2005,02.00.00,1,4,980
06/02/2005,03.00.00,0,9,914
06/02/2005,04.00.00,-200,0,898
06/02/2005,05.00.00,0,8,854
06/02/2005,06.00.00,0,7,838
06/02/2005,07.00.00,0,7,831
06/02/2005,08.00.00,0,6,833
06/02/2005,09.00.00,0,8,870
06/02/2005,10.00.00,1,3,984
06/02/2005,11.00.00,2,0,1065
06/02/2005,12.00.00,1,7,968
06/02/2005,13.00.00,1,2,911
06/02/2005,14.00.00,1,0,868
06/02/2005,15.00.00,0,8,868
06/02/2005,16.00.00,1,0,904
06/02/2005,17.00.00,1,4,944
06/02/2005,18.00.00,1,1,925
06/02/2005,19.00.00,1,6,985
06/02/2005,20.00.00,1,8,1002
06/02/2005,21.00.00,1,4,938
06/02/2005,22.00.00,1,1,896
06/02/2005,23.00.00,1,0,907
07/02/2005,00.00.00,1,1,902
07/02/2005,01.00.00,1,0,885
07/02/2005,02.00.00,0,8,863
07/02/2005,03.00.00,0,6,861
07/02/2005,04.00.00,0,6,852
07/02/2005,05.00.00,0,6,879
07/02/2005,06.00.00,0,6,900
07/02/2005,07.00.00,0,8,963
07/02/2005,08.00.00,2,3,1183
07/02/2005,09.00.00,2,8,1161
07/02/2005,10.00.00,2,1,1102
07/02/2005,11.00.00,1,7,1029
07/02/2005,12.00.00,1,4,973
07/02/2005,13.00.00,1,6,981
07/02/2005,14.00.00,1,4,960
07/02/2005,15.00.00,1,3,973
07/02/2005,16.00.00,1,4,968
07/02/2005,17.00.00,1,7,1022
07/02/2005,18.00.00,1,9,1067
07/02/2005,19.00.00,2,3,1101
07/02/2005,20.00.00,2,0,1081
07/02/2005,21.00.00,1,6,988
07/02/2005,22.00.00,1,0,932
07/02/2005,23.00.00,0,9,923
08/02/2005,00.00.00,0,9,915
08/02/2005,01.00.00,0,9,879
08/02/2005,02.00.00,0,5,852
08/02/2005,03.00.00,0,4,844
08/02/2005,04.00.00,0,5,878
08/02/2005,05.00.00,0,6,910
08/02/2005,06.00.00,0,6,918
08/02/2005,07.00.00,1,0,991
08/02/2005,08.00.00,2,1,1223
08/02/2005,09.00.00,2,9,1277
08/02/2005,10.00.00,2,2,1114
08/02/2005,11.00.00,1,6,1088
08/02/2005,12.00.00,1,8,1064
08/02/2005,13.00.00,1,5,1047
08/02/2005,14.00.00,2,2,1075
08/02/2005,15.00.00,1,6,973
08/02/2005,16.00.00,1,5,942
08/02/2005,17.00.00,1,8,-200
08/02/2005,18.00.00,1,8,-200
08/02/2005,19.00.00,2,3,-200
08/02/2005,20.00.00,1,9,-200
08/02/2005,21.00.00,1,9,-200
08/02/2005,22.00.00,1,1,-200
08/02/2005,23.00.00,0,9,-200
09/02/2005,00.00.00,0,8,-200
09/02/2005,01.00.00,0,9,-200
09/02/2005,02.00.00,0,7,-200
09/02/2005,03.00.00,0,8,-200
09/02/2005,04.00.00,-200,0,-200
09/02/2005,05.00.00,0,7,-200
09/02/2005,06.00.00,0,6,-200
09/02/2005,07.00.00,1,0,-200
09/02/2005,08.00.00,1,7,-200
09/02/2005,09.00.00,2,7,-200
09/02/2005,10.00.00,3,3,-200
09/02/2005,11.00.00,2,1,-200
09/02/2005,12.00.00,2,0,-200
09/02/2005,13.00.00,2,0,-200
09/02/2005,14.00.00,2,3,-200
09/02/2005,15.00.00,2,0,-200
09/02/2005,16.00.00,2,1,-200
09/02/2005,17.00.00,2,3,-200
09/02/2005,18.00.00,3,1,-200
09/02/2005,19.00.00,3,9,-200
09/02/2005,20.00.00,3,8,-200
09/02/2005,21.00.00,2,9,-200
09/02/2005,22.00.00,2,2,-200
09/02/2005,23.00.00,1,9,-200
10/02/2005,00.00.00,2,0,-200
10/02/2005,01.00.00,1,8,-200
10/02/2005,02.00.00,1,6,-200
10/02/2005,03.00.00,1,5,-200
10/02/2005,04.00.00,1,4,-200
10/02/2005,05.00.00,1,5,-200
10/02/2005,06.00.00,1,7,-200
10/02/2005,07.00.00,1,9,-200
10/02/2005,08.00.00,3,3,-200
10/02/2005,09.00.00,3,8,-200
10/02/2005,10.00.00,4,3,-200
10/02/2005,11.00.00,3,7,-200
10/02/2005,12.00.00,2,7,-200
10/02/2005,13.00.00,2,2,-200
10/02/2005,14.00.00,2,4,-200
10/02/2005,15.00.00,2,2,-200
10/02/2005,16.00.00,2,3,-200
10/02/2005,17.00.00,2,6,-200
10/02/2005,18.00.00,4,2,-200
10/02/2005,19.00.00,6,2,-200
10/02/2005,20.00.00,8,4,-200
10/02/2005,21.00.00,4,5,-200
10/02/2005,22.00.00,2,7,-200
10/02/2005,23.00.00,2,4,-200
11/02/2005,00.00.00,2,3,-200
11/02/2005,01.00.00,2,2,-200
11/02/2005,02.00.00,2,0,-200
11/02/2005,03.00.00,1,6,-200
11/02/2005,04.00.00,1,6,-200
11/02/2005,05.00.00,1,5,-200
11/02/2005,06.00.00,1,7,-200
11/02/2005,07.00.00,1,8,-200
11/02/2005,08.00.00,3,8,-200
11/02/2005,09.00.00,5,9,-200
11/02/2005,10.00.00,5,4,-200
11/02/2005,11.00.00,4,7,-200
11/02/2005,12.00.00,4,3,-200
11/02/2005,13.00.00,5,4,-200
11/02/2005,14.00.00,5,8,-200
11/02/2005,15.00.00,6,1,-200
11/02/2005,16.00.00,7,1,-200
11/02/2005,17.00.00,6,6,-200
11/02/2005,18.00.00,6,5,-200
11/02/2005,19.00.00,7,1,-200
11/02/2005,20.00.00,4,9,-200
11/02/2005,21.00.00,4,0,1521
11/02/2005,22.00.00,4,0,1428
11/02/2005,23.00.00,3,6,1463
12/02/2005,00.00.00,4,2,1494
12/02/2005,01.00.00,4,3,1462
12/02/2005,02.00.00,3,6,1326
12/02/2005,03.00.00,2,5,1185
12/02/2005,04.00.00,-200,0,1154
12/02/2005,05.00.00,1,4,1175
12/02/2005,06.00.00,1,4,1203
12/02/2005,07.00.00,1,6,1250
12/02/2005,08.00.00,2,3,1321
12/02/2005,09.00.00,2,4,1323
12/02/2005,10.00.00,2,7,1381
12/02/2005,11.00.00,3,4,1480
12/02/2005,12.00.00,3,1,1485
12/02/2005,13.00.00,3,6,1522
12/02/2005,14.00.00,3,8,1570
12/02/2005,15.00.00,3,3,1507
12/02/2005,16.00.00,3,4,1540
12/02/2005,17.00.00,3,7,1556
12/02/2005,18.00.00,4,6,1707
12/02/2005,19.00.00,5,0,1766
12/02/2005,20.00.00,5,7,1846
12/02/2005,21.00.00,5,2,1795
12/02/2005,22.00.00,5,0,1755
12/02/2005,23.00.00,4,5,1738
13/02/2005,00.00.00,4,1,1712
13/02/2005,01.00.00,4,1,1751
13/02/2005,02.00.00,3,1,1574
13/02/2005,03.00.00,2,7,1458
13/02/2005,04.00.00,2,8,1515
13/02/2005,05.00.00,2,9,1491
13/02/2005,06.00.00,2,6,1453
13/02/2005,07.00.00,2,6,1443
13/02/2005,08.00.00,2,8,1473
13/02/2005,09.00.00,3,3,1548
13/02/2005,10.00.00,3,2,1586
13/02/2005,11.00.00,3,3,1488
13/02/2005,12.00.00,1,5,1220
13/02/2005,13.00.00,1,2,1198
13/02/2005,14.00.00,1,1,1168
13/02/2005,15.00.00,1,7,1149
13/02/2005,16.00.00,1,0,1052
13/02/2005,17.00.00,1,0,1053
13/02/2005,18.00.00,2,6,1238
13/02/2005,19.00.00,2,5,1188
13/02/2005,20.00.00,2,1,1150
13/02/2005,21.00.00,1,0,984
13/02/2005,22.00.00,1,3,1111
13/02/2005,23.00.00,1,5,1131
14/02/2005,00.00.00,1,4,1115
14/02/2005,01.00.00,1,6,1133
14/02/2005,02.00.00,1,1,1024
14/02/2005,03.00.00,0,7,968
14/02/2005,04.00.00,0,5,923
14/02/2005,05.00.00,0,4,902
14/02/2005,06.00.00,0,7,995
14/02/2005,07.00.00,0,7,858
14/02/2005,08.00.00,2,3,1233
14/02/2005,09.00.00,2,5,1140
14/02/2005,10.00.00,1,7,1096
14/02/2005,11.00.00,2,5,1295
14/02/2005,12.00.00,2,1,926
14/02/2005,13.00.00,1,1,970
14/02/2005,14.00.00,1,3,960
14/02/2005,15.00.00,1,1,941
14/02/2005,16.00.00,1,1,921
14/02/2005,17.00.00,1,4,940
14/02/2005,18.00.00,2,3,1036
14/02/2005,19.00.00,4,2,1102
14/02/2005,20.00.00,3,5,1035
14/02/2005,21.00.00,3,0,990
14/02/2005,22.00.00,1,7,950
14/02/2005,23.00.00,1,6,988
15/02/2005,00.00.00,1,0,884
15/02/2005,01.00.00,0,8,840
15/02/2005,02.00.00,0,6,814
15/02/2005,03.00.00,0,4,821
15/02/2005,04.00.00,-200,0,802
15/02/2005,05.00.00,0,3,805
15/02/2005,06.00.00,0,4,850
15/02/2005,07.00.00,0,5,913
15/02/2005,08.00.00,1,5,1047
15/02/2005,09.00.00,2,1,1055
15/02/2005,10.00.00,1,6,974
15/02/2005,11.00.00,1,0,863
15/02/2005,12.00.00,1,2,889
15/02/2005,13.00.00,1,3,906
15/02/2005,14.00.00,1,4,874
15/02/2005,15.00.00,1,0,849
15/02/2005,16.00.00,1,4,923
15/02/2005,17.00.00,1,5,962
15/02/2005,18.00.00,2,4,1067
15/02/2005,19.00.00,2,8,1125
15/02/2005,20.00.00,3,1,1149
15/02/2005,21.00.00,3,1,1155
15/02/2005,22.00.00,2,0,1065
15/02/2005,23.00.00,2,1,1145
16/02/2005,00.00.00,1,9,1134
16/02/2005,01.00.00,2,5,1195
16/02/2005,02.00.00,2,0,1141
16/02/2005,03.00.00,1,4,1077
16/02/2005,04.00.00,1,1,1052
16/02/2005,05.00.00,0,8,1033
16/02/2005,06.00.00,0,9,1080
16/02/2005,07.00.00,1,6,1208
16/02/2005,08.00.00,3,6,1363
16/02/2005,09.00.00,3,3,1239
16/02/2005,10.00.00,2,1,1044
16/02/2005,11.00.00,1,3,956
16/02/2005,12.00.00,1,1,955
16/02/2005,13.00.00,1,5,997
16/02/2005,14.00.00,1,5,987
16/02/2005,15.00.00,1,6,1007
16/02/2005,16.00.00,1,5,1025
16/02/2005,17.00.00,1,6,1083
16/02/2005,18.00.00,2,2,1143
16/02/2005,19.00.00,3,4,1288
16/02/2005,20.00.00,5,6,1464
16/02/2005,21.00.00,5,2,1341
16/02/2005,22.00.00,2,8,1177
16/02/2005,23.00.00,2,4,1089
17/02/2005,00.00.00,2,7,1196
17/02/2005,01.00.00,2,6,1107
17/02/2005,02.00.00,2,3,1102
17/02/2005,03.00.00,1,0,993
17/02/2005,04.00.00,0,6,912
17/02/2005,05.00.00,0,5,883
17/02/2005,06.00.00,0,5,893
17/02/2005,07.00.00,1,0,1033
17/02/2005,08.00.00,2,6,1222
17/02/2005,09.00.00,2,7,1190
17/02/2005,10.00.00,1,8,1035
17/02/2005,11.00.00,1,2,990
17/02/2005,12.00.00,1,3,1011
17/02/2005,13.00.00,1,4,1041
17/02/2005,14.00.00,1,8,1086
17/02/2005,15.00.00,1,3,1021
17/02/2005,16.00.00,1,4,1014
17/02/2005,17.00.00,1,4,1023
17/02/2005,18.00.00,2,4,1172
17/02/2005,19.00.00,2,8,1172
17/02/2005,20.00.00,3,3,1219
17/02/2005,21.00.00,2,5,1106
17/02/2005,22.00.00,2,1,1078
17/02/2005,23.00.00,1,2,939
18/02/2005,00.00.00,1,2,975
18/02/2005,01.00.00,1,3,958
18/02/2005,02.00.00,1,0,921
18/02/2005,03.00.00,0,8,931
18/02/2005,04.00.00,-200,0,874
18/02/2005,05.00.00,0,4,872
18/02/2005,06.00.00,0,5,904
18/02/2005,07.00.00,0,7,951
18/02/2005,08.00.00,2,1,1183
18/02/2005,09.00.00,2,5,1187
18/02/2005,10.00.00,2,0,1072
18/02/2005,11.00.00,1,4,1011
18/02/2005,12.00.00,1,3,997
18/02/2005,13.00.00,1,4,989
18/02/2005,14.00.00,1,6,1006
18/02/2005,15.00.00,1,7,1016
18/02/2005,16.00.00,1,8,1069
18/02/2005,17.00.00,2,4,1109
18/02/2005,18.00.00,2,8,1182
18/02/2005,19.00.00,3,3,1253
18/02/2005,20.00.00,4,8,1288
18/02/2005,21.00.00,2,8,1153
18/02/2005,22.00.00,2,4,1161
18/02/2005,23.00.00,2,9,1271
19/02/2005,00.00.00,2,7,1156
19/02/2005,01.00.00,2,1,1106
19/02/2005,02.00.00,1,5,1008
19/02/2005,03.00.00,1,2,966
19/02/2005,04.00.00,0,9,931
19/02/2005,05.00.00,0,8,922
19/02/2005,06.00.00,0,8,911
19/02/2005,07.00.00,1,1,993
19/02/2005,08.00.00,1,9,1100
19/02/2005,09.00.00,2,5,1141
19/02/2005,10.00.00,2,2,1085
19/02/2005,11.00.00,2,1,1153
19/02/2005,12.00.00,2,3,1122
19/02/2005,13.00.00,1,2,992
19/02/2005,14.00.00,1,2,1018
19/02/2005,15.00.00,1,1,981
19/02/2005,16.00.00,1,1,988
19/02/2005,17.00.00,1,4,1059
19/02/2005,18.00.00,1,7,1110
19/02/2005,19.00.00,2,5,1204
19/02/2005,20.00.00,2,7,1275
19/02/2005,21.00.00,3,1,1297
19/02/2005,22.00.00,2,8,1277
19/02/2005,23.00.00,1,9,1207
20/02/2005,00.00.00,1,9,1222
20/02/2005,01.00.00,1,7,1141
20/02/2005,02.00.00,2,2,1228
20/02/2005,03.00.00,1,6,1120
20/02/2005,04.00.00,1,5,1067
20/02/2005,05.00.00,0,8,947
20/02/2005,06.00.00,0,5,918
20/02/2005,07.00.00,0,5,920
20/02/2005,08.00.00,0,7,941
20/02/2005,09.00.00,0,7,949
20/02/2005,10.00.00,0,9,990
20/02/2005,11.00.00,1,0,996
20/02/2005,12.00.00,1,1,1023
20/02/2005,13.00.00,1,1,1037
20/02/2005,14.00.00,1,0,1017
20/02/2005,15.00.00,1,1,1042
20/02/2005,16.00.00,1,3,1037
20/02/2005,17.00.00,1,2,1009
20/02/2005,18.00.00,1,3,1033
20/02/2005,19.00.00,1,1,1016
20/02/2005,20.00.00,1,5,1076
20/02/2005,21.00.00,1,4,1029
20/02/2005,22.00.00,1,1,984
20/02/2005,23.00.00,1,3,1003
21/02/2005,00.00.00,1,4,1009
21/02/2005,01.00.00,1,1,946
21/02/2005,02.00.00,0,8,910
21/02/2005,03.00.00,0,6,886
21/02/2005,04.00.00,-200,0,879
21/02/2005,05.00.00,0,5,907
21/02/2005,06.00.00,0,6,949
21/02/2005,07.00.00,1,2,1054
21/02/2005,08.00.00,2,2,1214
21/02/2005,09.00.00,2,9,1253
21/02/2005,10.00.00,2,9,1197
21/02/2005,11.00.00,2,0,1156
21/02/2005,12.00.00,1,7,1132
21/02/2005,13.00.00,2,2,1207
21/02/2005,14.00.00,1,8,1127
21/02/2005,15.00.00,1,6,1112
21/02/2005,16.00.00,1,9,1186
21/02/2005,17.00.00,2,2,1192
21/02/2005,18.00.00,2,2,1177
21/02/2005,19.00.00,4,9,1478
21/02/2005,20.00.00,6,3,1486
21/02/2005,21.00.00,2,7,1118
21/02/2005,22.00.00,1,4,1019
21/02/2005,23.00.00,1,2,961
22/02/2005,00.00.00,0,8,931
22/02/2005,01.00.00,0,8,938
22/02/2005,02.00.00,0,7,888
22/02/2005,03.00.00,0,4,844
22/02/2005,04.00.00,0,4,851
22/02/2005,05.00.00,0,5,905
22/02/2005,06.00.00,0,9,987
22/02/2005,07.00.00,1,5,1124
22/02/2005,08.00.00,3,8,1408
22/02/2005,09.00.00,5,4,1501
22/02/2005,10.00.00,3,5,1266
22/02/2005,11.00.00,1,7,1082
22/02/2005,12.00.00,2,0,1123
22/02/2005,13.00.00,2,1,1174
22/02/2005,14.00.00,3,0,1209
22/02/2005,15.00.00,2,1,1120
22/02/2005,16.00.00,2,5,1174
22/02/2005,17.00.00,2,2,1068
22/02/2005,18.00.00,2,4,1146
22/02/2005,19.00.00,3,6,1204
22/02/2005,20.00.00,2,6,1062
22/02/2005,21.00.00,2,7,1122
22/02/2005,22.00.00,1,4,940
22/02/2005,23.00.00,0,9,935
23/02/2005,00.00.00,1,5,1011
23/02/2005,01.00.00,1,1,952
23/02/2005,02.00.00,0,8,899
23/02/2005,03.00.00,0,6,880
23/02/2005,04.00.00,0,6,882
23/02/2005,05.00.00,0,6,844
23/02/2005,06.00.00,0,6,860
23/02/2005,07.00.00,0,7,917
23/02/2005,08.00.00,1,7,1126
23/02/2005,09.00.00,1,9,1033
23/02/2005,10.00.00,1,4,944
23/02/2005,11.00.00,1,3,955
23/02/2005,12.00.00,1,2,992
23/02/2005,13.00.00,1,9,1090
23/02/2005,14.00.00,2,5,1151
23/02/2005,15.00.00,2,3,1148
23/02/2005,16.00.00,2,3,1140
23/02/2005,17.00.00,2,5,1160
23/02/2005,18.00.00,2,8,1167
23/02/2005,19.00.00,2,7,1194
23/02/2005,20.00.00,3,1,1224
23/02/2005,21.00.00,2,9,1209
23/02/2005,22.00.00,2,6,1145
23/02/2005,23.00.00,1,5,1016
24/02/2005,00.00.00,1,6,1018
24/02/2005,01.00.00,1,1,937
24/02/2005,02.00.00,0,9,949
24/02/2005,03.00.00,0,7,895
24/02/2005,04.00.00,-200,0,884
24/02/2005,05.00.00,0,6,883
24/02/2005,06.00.00,0,8,968
24/02/2005,07.00.00,1,5,1071
24/02/2005,08.00.00,3,1,1310
24/02/2005,09.00.00,3,8,1332
24/02/2005,10.00.00,2,7,1178
24/02/2005,11.00.00,1,8,1093
24/02/2005,12.00.00,1,4,1060
24/02/2005,13.00.00,1,7,1121
24/02/2005,14.00.00,1,9,1118
24/02/2005,15.00.00,2,2,1205
24/02/2005,16.00.00,3,0,1274
24/02/2005,17.00.00,3,0,1301
24/02/2005,18.00.00,3,9,1405
24/02/2005,19.00.00,4,0,1375
24/02/2005,20.00.00,3,9,1367
24/02/2005,21.00.00,3,5,1324
24/02/2005,22.00.00,2,4,1170
24/02/2005,23.00.00,2,1,1169
25/02/2005,00.00.00,2,5,1181
25/02/2005,01.00.00,2,1,1146
25/02/2005,02.00.00,1,5,1059
25/02/2005,03.00.00,1,1,1010
25/02/2005,04.00.00,1,0,1007
25/02/2005,05.00.00,0,8,932
25/02/2005,06.00.00,1,0,998
25/02/2005,07.00.00,1,4,1072
25/02/2005,08.00.00,3,6,1424
25/02/2005,09.00.00,5,8,1527
25/02/2005,10.00.00,4,2,1364
25/02/2005,11.00.00,3,3,1190
25/02/2005,12.00.00,1,7,1021
25/02/2005,13.00.00,2,1,1051
25/02/2005,14.00.00,2,2,1021
25/02/2005,15.00.00,1,8,1016
25/02/2005,16.00.00,2,0,1040
25/02/2005,17.00.00,2,3,1089
25/02/2005,18.00.00,2,8,1148
25/02/2005,19.00.00,3,4,1162
25/02/2005,20.00.00,4,0,1197
25/02/2005,21.00.00,2,3,1059
